index,type,value,combination
435,i32,strcmp,i32	strcmp	
436,i32,strcmp,i32	strcmp	
437,i32,strcmp,i32	strcmp	
438,i32,strcmp,i32	strcmp	
439,i32,strcmp,i32	strcmp	
440,i32,strcmp,i32	strcmp	
441,i32,strcmp,i32	strcmp	
442,i32,strcmp,i32	strcmp	
443,i32,strcmp,i32	strcmp	
444,i32,strcmp,i32	strcmp	
445,i32,strcmp,i32	strcmp	
446,i32,strcmp,i32	strcmp	
447,i32,strcmp,i32	strcmp	
448,i32,strcmp,i32	strcmp	
449,i32,strcmp,i32	strcmp	
450,i32,strcmp,i32	strcmp	
451,i32,strcmp,i32	strcmp	
452,i32,strcmp,i32	strcmp	
453,i32,strcmp,i32	strcmp	
454,i32,strcmp,i32	strcmp	
455,i32,strcmp,i32	strcmp	
456,i32,strcmp,i32	strcmp	
457,i32,strcmp,i32	strcmp	
458,i32,strcmp,i32	strcmp	
459,i32,strcmp,i32	strcmp	
460,i32,strcmp,i32	strcmp	
461,i32,strcmp,i32	strcmp	
462,i32,strcmp,i32	strcmp	
463,i32,strcmp,i32	strcmp	
464,i32,strcmp,i32	strcmp	
465,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
466,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
467,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
468,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
469,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
470,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
471,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
472,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
473,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
474,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
475,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
476,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
477,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
478,i32,xmlNanoFTPConnect,i32	xml	Nano	F	T	P	Connect	
479,i32,__isoc99_sscanf,i32	isoc	sscanf	
480,i32,__isoc99_sscanf,i32	isoc	sscanf	
481,i32,connect,i32	connect	
482,i32,bind,i32	bind	
483,i32,listen,i32	listen	
484,i32,select,i32	select	
485,i32,select,i32	select	
486,i32,select,i32	select	
487,i32,socket,i32	socket	
488,i32,strncmp,i32	strncmp	
489,i32,xmlNanoFTPCwd,i32	xml	Nano	F	T	P	Cwd	
490,i32,xmlNanoFTPCwd,i32	xml	Nano	F	T	P	Cwd	
491,i32,xmlNanoFTPGetSocket,i32	xml	Nano	F	T	P	Get	Socket	
492,i32,select,i32	select	
493,i32,select,i32	select	
494,i32,select,i32	select	
495,i32,select,i32	select	
496,i32,strncmp,i32	strncmp	
497,i32,xmlNanoFTPConnect,i32	xml	Nano	F	T	P	Connect	
498,i32,xmlNanoFTPGetSocket,i32	xml	Nano	F	T	P	Get	Socket	
499,i8*,getenv,i8*	getenv	
500,i8*,getenv,i8*	getenv	
501,i8*,getenv,i8*	getenv	
502,i8*,getenv,i8*	getenv	
503,i8*,getenv,i8*	getenv	
504,_xmlURI*,xmlParseURIRaw,xml	U	R	I*	xml	Parse	U	R	I	Raw	
505,i8*,strchr,i8*	strchr	
506,_xmlURI*,xmlParseURIRaw,xml	U	R	I*	xml	Parse	U	R	I	Raw	
507,i32,strcmp,i32	strcmp	
508,i32,strcmp,i32	strcmp	
509,_xmlURI*,xmlParseURIRaw,xml	U	R	I*	xml	Parse	U	R	I	Raw	
510,i32,strcmp,i32	strcmp	
511,_xmlURI*,xmlParseURIRaw,xml	U	R	I*	xml	Parse	U	R	I	Raw	
512,i8*,xmlURIUnescapeString,i8*	xml	U	R	I	Unescape	String	
513,i32,xmlNanoFTPGetMore,i32	xml	Nano	F	T	P	Get	More	
514,i32,xmlNanoFTPGetMore,i32	xml	Nano	F	T	P	Get	More	
515,i32,have_ipv6,i32	have	ipv	
516,i32,getaddrinfo,i32	getaddrinfo	
517,i32,getaddrinfo,i32	getaddrinfo	
518,hostent*,gethostbyname,hostent	gethostbyname	
519,i32,connect,i32	connect	
520,i32,xmlNanoFTPGetResponse,i32	xml	Nano	F	T	P	Get	Response	
521,i32,getsockopt,i32	getsockopt	
522,i32,fcntl64,i32	fcntl	
523,i32,have_ipv6,i32	have	ipv	
524,i32,getaddrinfo,i32	getaddrinfo	
525,i32,have_ipv6,i32	have	ipv	
526,i32,xmlNanoHTTPConnectAttempt,i32	xml	Nano	H	T	T	P	Connect	Attempt	
527,hostent*,gethostbyname,hostent	gethostbyname	
528,i32,have_ipv6,i32	have	ipv	
529,i32,xmlNanoHTTPConnectAttempt,i32	xml	Nano	H	T	T	P	Connect	Attempt	
530,i32,xmlNanoHTTPRecv,i32	xml	Nano	H	T	T	P	Recv	
531,xmlNanoHTTPCtxt*,xmlNanoHTTPNewCtxt,xml	Nano	H	T	T	P	Ctxt*	xml	Nano	H	T	T	P	New	Ctxt	
532,xmlNanoHTTPCtxt*,xmlNanoHTTPNewCtxt,xml	Nano	H	T	T	P	Ctxt*	xml	Nano	H	T	T	P	New	Ctxt	
533,i32,strcmp,i32	strcmp	
534,i32,xmlNanoHTTPConnectHost,i32	xml	Nano	H	T	T	P	Connect	Host	
535,i8*,xmlNanoHTTPReadLine,i8*	xml	Nano	H	T	T	P	Read	Line	
536,i32,xmlNanoHTTPRecv,i32	xml	Nano	H	T	T	P	Recv	
537,i32,strcmp,i32	strcmp	
538,i64,write,i64	write	
539,i32,strcmp,i32	strcmp	
540,i64,write,i64	write	
541,i32,xmlNanoHTTPRecv,i32	xml	Nano	H	T	T	P	Recv	
542,i32,socket,i32	socket	
543,i8*,getenv,i8*	getenv	
544,i8*,getenv,i8*	getenv	
545,i8*,getenv,i8*	getenv	
546,_xmlURI*,xmlParseURIRaw,xml	U	R	I*	xml	Parse	U	R	I	Raw	
547,_xmlURI*,xmlParseURIRaw,xml	U	R	I*	xml	Parse	U	R	I	Raw	
548,i32,strcmp,i32	strcmp	
549,_xmlURI*,xmlParseURIRaw,xml	U	R	I*	xml	Parse	U	R	I	Raw	
550,i32,socket_errno,i32	socket	errno	
551,i32,poll,i32	poll	
552,i32*,__errno_location,i	errno	location	
553,i32,xmlNanoHTTPRecv,i32	xml	Nano	H	T	T	P	Recv	
554,i32,xmlNanoHTTPRecv,i32	xml	Nano	H	T	T	P	Recv	
555,i32,strncmp,i32	strncmp	
556,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
557,i8*,xmlStrstr,i8*	xml	Strstr	
558,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
559,i8*,xmlStrstr,i8*	xml	Strstr	
560,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
561,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
562,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
563,i32,xmlStrncasecmp,i32	xml	Strncasecmp	
564,i32,socket,i32	socket	
565,i32,fcntl64,i32	fcntl	
566,i32,fcntl64,i32	fcntl	
567,i32,connect,i32	connect	
568,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
569,_xmlParserCtxt*,xmlNewParserCtxt,xml	Parser	Ctxt*	xml	New	Parser	Ctxt	
570,_xmlDoc*,xmlCtxtReadFile,xml	Doc*	xml	Ctxt	Read	File	
571,_xmlDoc*,xmlReadMemory,xml	Doc*	xml	Read	Memory	
572,i32,readPacket,i32	read	Packet	
573,_xmlParserCtxt*,xmlCreatePushParserCtxt,xml	Parser	Ctxt*	xml	Create	Push	Parser	Ctxt	
574,i32,readPacket,i32	read	Packet	
575,i32,readPacket,i32	read	Packet	
576,i32,xmlStreamCtxtAddState,i32	xml	Stream	Ctxt	Add	State	
577,i32,xmlStreamCtxtAddState,i32	xml	Stream	Ctxt	Add	State	
578,i32,xmlStreamCtxtAddState,i32	xml	Stream	Ctxt	Add	State	
579,i32,xmlStrEqual,i32	xml	Str	Equal	
580,i32,xmlStrEqual,i32	xml	Str	Equal	
581,i32,xmlStrEqual,i32	xml	Str	Equal	
582,i32,xmlStrEqual,i32	xml	Str	Equal	
583,_xmlPattern*,xmlNewPattern,xml	Pattern*	xml	New	Pattern	
584,i32,xmlReversePattern,i32	xml	Reverse	Pattern	
585,_xmlPattern*,xmlNewPattern,xml	Pattern*	xml	New	Pattern	
586,i8*,xmlTextReaderConstName,i8*	xml	Text	Reader	Const	Name	
587,i8*,xmlTextReaderConstValue,i8*	xml	Text	Reader	Const	Value	
588,i32,xmlStrlen,i32	xml	Strlen	
589,_xmlTextReader*,xmlReaderForFile,xml	Text	Reader*	xml	Reader	For	File	
590,i32,xmlTextReaderRead,i32	xml	Text	Reader	Read	
591,i32,xmlTextReaderRead,i32	xml	Text	Reader	Read	
592,i8*,xmlTextReaderConstName,i8*	xml	Text	Reader	Const	Name	
593,i8*,xmlTextReaderConstValue,i8*	xml	Text	Reader	Const	Value	
594,i32,xmlStrlen,i32	xml	Strlen	
595,_xmlTextReader*,xmlReaderForFile,xml	Text	Reader*	xml	Reader	For	File	
596,i32,xmlTextReaderRead,i32	xml	Text	Reader	Read	
597,i32,xmlTextReaderIsValid,i32	xml	Text	Reader	Is	Valid	
598,i32,xmlTextReaderRead,i32	xml	Text	Reader	Read	
599,_xmlTextReader*,xmlReaderForFile,xml	Text	Reader*	xml	Reader	For	File	
600,i32,xmlTextReaderPreservePattern,i32	xml	Text	Reader	Preserve	Pattern	
601,i32,xmlTextReaderRead,i32	xml	Text	Reader	Read	
602,i32,xmlTextReaderRead,i32	xml	Text	Reader	Read	
603,_xmlDoc*,extractFile,xml	Doc*	extract	File	
604,_xmlSchemaType*,xmlSchemaGetPredefinedType,xml	Schema	Type*	xml	Schema	Get	Predefined	Type	
605,_xmlSchemaType*,xmlSchemaGetPredefinedType,xml	Schema	Type*	xml	Schema	Get	Predefined	Type	
606,i32,xmlSchemaValPredefTypeNode,i32	xml	Schema	Val	Predef	Type	Node	
607,i32,xmlSchemaValPredefTypeNode,i32	xml	Schema	Val	Predef	Type	Node	
608,i32,xmlSchemaValPredefTypeNode,i32	xml	Schema	Val	Predef	Type	Node	
609,_xmlSchemaType*,xmlSchemaGetPredefinedType,xml	Schema	Type*	xml	Schema	Get	Predefined	Type	
610,_xmlSchemaFacet*,xmlSchemaNewFacet,xml	Schema	Facet*	xml	Schema	New	Facet	
611,i32,xmlStrEqual,i32	xml	Str	Equal	
612,i32,xmlStrEqual,i32	xml	Str	Equal	
613,i32,xmlStrEqual,i32	xml	Str	Equal	
614,i32,xmlStrEqual,i32	xml	Str	Equal	
615,i32,xmlStrEqual,i32	xml	Str	Equal	
616,i32,xmlStrEqual,i32	xml	Str	Equal	
617,i32,xmlStrEqual,i32	xml	Str	Equal	
618,i32,xmlStrEqual,i32	xml	Str	Equal	
619,i32,xmlStrEqual,i32	xml	Str	Equal	
620,i32,xmlStrEqual,i32	xml	Str	Equal	
621,i32,xmlStrEqual,i32	xml	Str	Equal	
622,i32,xmlStrEqual,i32	xml	Str	Equal	
623,i32,xmlSchemaCheckFacet,i32	xml	Schema	Check	Facet	
624,i32,xmlSchemaCheckFacet,i32	xml	Schema	Check	Facet	
625,_xmlSchemaType*,xmlSchemaGetPredefinedType,xml	Schema	Type*	xml	Schema	Get	Predefined	Type	
626,i32,xmlSchemaValPredefTypeNode,i32	xml	Schema	Val	Predef	Type	Node	
627,i32,xmlSchemaValPredefTypeNode,i32	xml	Schema	Val	Predef	Type	Node	
628,i32,xmlSchemaValPredefTypeNode,i32	xml	Schema	Val	Predef	Type	Node	
629,i32,xmlSchemaValPredefTypeNode,i32	xml	Schema	Val	Predef	Type	Node	
630,i32,xmlStrEqual,i32	xml	Str	Equal	
631,i32,xmlStrEqual,i32	xml	Str	Equal	
632,i32,xmlStrEqual,i32	xml	Str	Equal	
633,i32,xmlStrEqual,i32	xml	Str	Equal	
634,i32,xmlStrEqual,i32	xml	Str	Equal	
635,i32,xmlStrEqual,i32	xml	Str	Equal	
636,i32,xmlStrEqual,i32	xml	Str	Equal	
637,i8*,xmlRelaxNGNormalize,i8*	xml	Relax	N	G	Normalize	
638,i8*,xmlRelaxNGNormalize,i8*	xml	Relax	N	G	Normalize	
639,i32,xmlStrEqual,i32	xml	Str	Equal	
640,i8*,xmlRelaxNGNormalize,i8*	xml	Relax	N	G	Normalize	
641,i8*,xmlRelaxNGNormalize,i8*	xml	Relax	N	G	Normalize	
642,i8*,xmlHashLookup,i8*	xml	Hash	Lookup	
643,i32,xmlHashAddEntry,i32	xml	Hash	Add	Entry	
644,i32,xmlRelaxNGCompareElemDefLists,i32	xml	Relax	N	G	Compare	Elem	Def	Lists	
645,i32,xmlRelaxNGCompareElemDefLists,i32	xml	Relax	N	G	Compare	Elem	Def	Lists	
646,i32,xmlHashAddEntry2,i32	xml	Hash	Add	Entry2	
647,i32,xmlHashAddEntry2,i32	xml	Hash	Add	Entry2	
648,i32,xmlHashAddEntry2,i32	xml	Hash	Add	Entry2	
649,i32,xmlStrEqual,i32	xml	Str	Equal	
650,i32,xmlStrEqual,i32	xml	Str	Equal	
651,_xmlDoc*,xmlCopyDoc,xml	Doc*	xml	Copy	Doc	
652,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
653,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
654,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
655,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
656,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
657,_xmlRelaxNGDefine*,xmlRelaxNGNewDefine,xml	Relax	N	G	Define*	xml	Relax	N	G	New	Define	
658,_xmlRelaxNGValidState*,xmlRelaxNGNewValidState,xml	Relax	N	G	Valid	State*	xml	Relax	N	G	New	Valid	State	
659,i32,xmlRelaxNGValidateElementEnd,i32	xml	Relax	N	G	Validate	Element	End	
660,_xmlRegExecCtxt*,xmlRegNewExecCtxt,xml	Reg	Exec	Ctxt*	xml	Reg	New	Exec	Ctxt	
661,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
662,i32,xmlStrEqual,i32	xml	Str	Equal	
663,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
664,i8*,xmlGetProp,i8*	xml	Get	Prop	
665,i8*,xmlGetProp,i8*	xml	Get	Prop	
666,i32,xmlStrEqual,i32	xml	Str	Equal	
667,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
668,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
669,i32,strcmp,i32	strcmp	
670,i32,strcmp,i32	strcmp	
671,_xmlParserInput*,xmlNewStringInputStream,xml	Parser	Input*	xml	New	String	Input	Stream	
672,i32,checkTestFile,i32	check	Test	File	
673,i32,vsnprintf,i32	vsnprintf	
674,_xmlXPathCompExpr*,xmlXPathCompile,xml	X	Path	Comp	Expr*	xml	X	Path	Compile	
675,_xmlXPathObject*,xmlXPathCompiledEval,xml	X	Path	Object*	xml	X	Path	Compiled	Eval	
676,_xmlXPathCompExpr*,xmlXPathCompile,xml	X	Path	Comp	Expr*	xml	X	Path	Compile	
677,_xmlXPathObject*,xmlXPathCompiledEval,xml	X	Path	Object*	xml	X	Path	Compiled	Eval	
678,_xmlNode*,getNext,xml	Node*	get	Next	
679,_xmlBuffer*,xmlBufferCreate,xml	Buffer*	xml	Buffer	Create	
680,_xmlBuffer*,xmlBufferCreate,xml	Buffer*	xml	Buffer	Create	
681,i32,xmlMemUsed,i32	xml	Mem	Used	
682,i32,xmlMemUsed,i32	xml	Mem	Used	
683,_xmlBuffer*,xmlBufferCreate,xml	Buffer*	xml	Buffer	Create	
684,_xmlNode*,getNext,xml	Node*	get	Next	
685,i8*,xmlStrdup,i8*	xml	Strdup	
686,i8*,getString,i8*	get	String	
687,i8*,getString,i8*	get	String	
688,i8*,xmlStrdup,i8*	xml	Strdup	
689,_xmlBuffer*,xmlBufferCreate,xml	Buffer*	xml	Buffer	Create	
690,i8*,getString,i8*	get	String	
691,i8*,composeDir,i8*	compose	Dir	
692,_xmlNode*,getNext,xml	Node*	get	Next	
693,_xmlNode*,getNext,xml	Node*	get	Next	
694,_xmlNode*,getNext,xml	Node*	get	Next	
695,_xmlNode*,getNext,xml	Node*	get	Next	
696,_xmlNode*,getNext,xml	Node*	get	Next	
697,_xmlNode*,getNext,xml	Node*	get	Next	
698,_xmlBuffer*,xmlBufferCreate,xml	Buffer*	xml	Buffer	Create	
699,i32,stat64,i32	stat	
700,_xmlNode*,getNext,xml	Node*	get	Next	
701,_xmlNode*,getNext,xml	Node*	get	Next	
702,i8*,xmlGetProp,i8*	xml	Get	Prop	
703,i32,xmlMemUsed,i32	xml	Mem	Used	
704,i32,xmlMemUsed,i32	xml	Mem	Used	
705,i8*,xmlGetProp,i8*	xml	Get	Prop	
706,_xmlNode*,getNext,xml	Node*	get	Next	
707,_xmlNode*,getNext,xml	Node*	get	Next	
708,i32,xmlMemUsed,i32	xml	Mem	Used	
709,i32,xmlMemUsed,i32	xml	Mem	Used	
710,_xmlBuffer*,xmlBufferCreate,xml	Buffer*	xml	Buffer	Create	
711,i32,xmlMemUsed,i32	xml	Mem	Used	
712,i32,xmlMemUsed,i32	xml	Mem	Used	
713,i32,xmlMemUsed,i32	xml	Mem	Used	
714,i8*,getString,i8*	get	String	
715,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
716,i32,xmlStrEqual,i32	xml	Str	Equal	
717,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
718,i32,xmlStrEqual,i32	xml	Str	Equal	
719,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
720,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
721,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
722,i8*,getString,i8*	get	String	
723,i8*,getString,i8*	get	String	
724,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
725,i32,xmlStrEqual,i32	xml	Str	Equal	
726,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
727,i32,xmlStrEqual,i32	xml	Str	Equal	
728,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
729,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
730,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
731,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
732,i32,xmlStrEqual,i32	xml	Str	Equal	
733,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
734,i32,xmlStrEqual,i32	xml	Str	Equal	
735,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
736,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
737,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
738,i32,checkTestFile,i32	check	Test	File	
739,i32,xmlStrEqual,i32	xml	Str	Equal	
740,i32,xmlStrEqual,i32	xml	Str	Equal	
741,i32,xmlMemUsed,i32	xml	Mem	Used	
742,i32,xmlMemUsed,i32	xml	Mem	Used	
743,i32,checkTestFile,i32	check	Test	File	
744,i32,xmlStrEqual,i32	xml	Str	Equal	
745,i8*,strstr,i8*	strstr	
746,_xmlNode*,getNext,xml	Node*	get	Next	
747,i32,xmlStrEqual,i32	xml	Str	Equal	
748,i8*,strstr,i8*	strstr	
749,i32,xmlMemUsed,i32	xml	Mem	Used	
750,i32,xmlMemUsed,i32	xml	Mem	Used	
751,i8*,resultFilename,i8*	result	Filename	
752,i32,compareFiles,i32	compare	Files	
753,i8*,resultFilename,i8*	result	Filename	
754,_xmlDoc*,xmlParseFile,xml	Doc*	xml	Parse	File	
755,i8*,resultFilename,i8*	result	Filename	
756,i32,compareFiles,i32	compare	Files	
757,_xmlDoc*,xmlParseFile,xml	Doc*	xml	Parse	File	
758,i32,compareFiles,i32	compare	Files	
759,i8*,resultFilename,i8*	result	Filename	
760,i32,loadMem,i32	load	Mem	
761,i32,loadMem,i32	load	Mem	
762,_xmlDoc*,xmlReadMemory,xml	Doc*	xml	Read	Memory	
763,i32,compareFileMem,i32	compare	File	Mem	
764,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
765,i8*,resultFilename,i8*	result	Filename	
766,i32,compareFiles,i32	compare	Files	
767,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
768,i32,compareFiles,i32	compare	Files	
769,i8*,resultFilename,i8*	result	Filename	
770,_xmlDoc*,htmlReadFile,xml	Doc*	html	Read	File	
771,_xmlDoc*,htmlReadFile,xml	Doc*	html	Read	File	
772,i8*,xmlTextReaderConstName,i8*	xml	Text	Reader	Const	Name	
773,i8*,xmlTextReaderConstValue,i8*	xml	Text	Reader	Const	Value	
774,i32,xmlTextReaderRelaxNGValidate,i32	xml	Text	Reader	Relax	N	G	Validate	
775,i32,xmlTextReaderRelaxNGValidate,i32	xml	Text	Reader	Relax	N	G	Validate	
776,i32,xmlTextReaderRelaxNGValidate,i32	xml	Text	Reader	Relax	N	G	Validate	
777,i32,xmlTextReaderIsValid,i32	xml	Text	Reader	Is	Valid	
778,i32,xmlTextReaderRelaxNGValidate,i32	xml	Text	Reader	Relax	N	G	Validate	
779,i32,xmlTextReaderRelaxNGValidate,i32	xml	Text	Reader	Relax	N	G	Validate	
780,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
781,i32,loadMem,i32	load	Mem	
782,i32,checkTestFile,i32	check	Test	File	
783,_xmlXPathCompExpr*,xmlXPathCompile,xml	X	Path	Comp	Expr*	xml	X	Path	Compile	
784,i8*,resultFilename,i8*	result	Filename	
785,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
786,i8*,fgets,i8*	fgets	
787,i8*,resultFilename,i8*	result	Filename	
788,i32,xpathCommonTest,i32	xpath	Common	Test	
789,i32,xpathCommonTest,i32	xpath	Common	Test	
790,i8*,resultFilename,i8*	result	Filename	
791,i8*,resultFilename,i8*	result	Filename	
792,i32,vsnprintf,i32	vsnprintf	
793,i32,xmlParseURIReference,i32	xml	Parse	U	R	I	Reference	
794,i8*,resultFilename,i8*	result	Filename	
795,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
796,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
797,i8*,resultFilename,i8*	result	Filename	
798,i8*,fgets,i8*	fgets	
799,i32,compareFiles,i32	compare	Files	
800,i32,compareFiles,i32	compare	Files	
801,i8*,resultFilename,i8*	result	Filename	
802,i32,strcmp,i32	strcmp	
803,i32,strcmp,i32	strcmp	
804,i32,vsnprintf,i32	vsnprintf	
805,i32,strcmp,i32	strcmp	
806,i32,strcmp,i32	strcmp	
807,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
808,i32,xmlRegisterInputCallbacks,i32	xml	Register	Input	Callbacks	
809,i32,urip_checkURL,i32	urip	check	U	R	L	
810,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
811,i8*,resultFilename,i8*	result	Filename	
812,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
813,i32,compareFiles,i32	compare	Files	
814,i8*,resultFilename,i8*	result	Filename	
815,i32,compareFileMem,i32	compare	File	Mem	
816,_xmlSchema*,xmlSchemaParse,xml	Schema*	xml	Schema	Parse	
817,i32,schemasOneTest,i32	schemas	One	Test	
818,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
819,i8*,resultFilename,i8*	result	Filename	
820,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
821,i32,compareFiles,i32	compare	Files	
822,i8*,resultFilename,i8*	result	Filename	
823,i32,compareFileMem,i32	compare	File	Mem	
824,_xmlRelaxNG*,xmlRelaxNGParse,xml	Relax	N	G*	xml	Relax	N	G	Parse	
825,i32,strcmp,i32	strcmp	
826,i32,strcmp,i32	strcmp	
827,i32,strcmp,i32	strcmp	
828,i32,strcmp,i32	strcmp	
829,i32,strcmp,i32	strcmp	
830,_xmlTextReader*,xmlReaderForFile,xml	Text	Reader*	xml	Reader	For	File	
831,i32,streamProcessTest,i32	stream	Process	Test	
832,i32,xmlTextReaderNodeType,i32	xml	Text	Reader	Node	Type	
833,i32,xmlTextReaderNodeType,i32	xml	Text	Reader	Node	Type	
834,i32,xmlStreamPush,i32	xml	Stream	Push	
835,i32,xmlStreamPush,i32	xml	Stream	Push	
836,i32,xmlTextReaderNodeType,i32	xml	Text	Reader	Node	Type	
837,i32,xmlTextReaderIsEmptyElement,i32	xml	Text	Reader	Is	Empty	Element	
838,i32,xmlTextReaderNodeType,i32	xml	Text	Reader	Node	Type	
839,i32,xmlStreamPush,i32	xml	Stream	Push	
840,i32,checkTestFile,i32	check	Test	File	
841,i32,checkTestFile,i32	check	Test	File	
842,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
843,i8*,resultFilename,i8*	result	Filename	
844,_IO_FILE*,fopen64,I	O	F	I	L	E*	fopen	
845,i8*,fgets,i8*	fgets	
846,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
847,i32,xmlTextReaderRead,i32	xml	Text	Reader	Read	
848,i32,xmlTextReaderRead,i32	xml	Text	Reader	Read	
849,i8*,resultFilename,i8*	result	Filename	
850,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
851,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
852,i32,xmlStrEqual,i32	xml	Str	Equal	
853,i8*,xmlNodeGetContent,i8*	xml	Node	Get	Content	
854,_xmlXPathContext*,xmlXPathNewContext,xml	X	Path	Context*	xml	X	Path	New	Context	
855,i32,xmlXPathRegisterNs,i32	xml	X	Path	Register	Ns	
856,_xmlXPathObject*,xmlXPathEvalExpression,xml	X	Path	Object*	xml	X	Path	Eval	Expression	
857,_xmlDoc*,xmlReadFile,xml	Doc*	xml	Read	File	
858,_xmlNode*,xmlDocGetRootElement,xml	Node*	xml	Doc	Get	Root	Element	
859,i32,loadMem,i32	load	Mem	
860,i32,xmlC14NDocDumpMemory,i32	xml	C14	N	Doc	Dump	Memory	
861,i32,compareFileMem,i32	compare	File	Mem	
862,i32,checkTestFile,i32	check	Test	File	
863,i32,checkTestFile,i32	check	Test	File	
864,i32,checkTestFile,i32	check	Test	File	
865,i32,c14nRunTest,i32	c	n	Run	Test	
866,i32,checkTestFile,i32	check	Test	File	
867,i8*,resultFilename,i8*	result	Filename	
868,i8*,resultFilename,i8*	result	Filename	
869,i32,checkTestFile,i32	check	Test	File	
870,i8*,resultFilename,i8*	result	Filename	
871,i32,checkTestFile,i32	check	Test	File	
872,i8*,resultFilename,i8*	result	Filename	
873,i32,xmlMemUsed,i32	xml	Mem	Used	
874,i32,xmlMemUsed,i32	xml	Mem	Used	
875,i32,xmlMemUsed,i32	xml	Mem	Used	
876,i32,xmlMemUsed,i32	xml	Mem	Used	
877,i8*,resultFilename,i8*	result	Filename	
878,i8*,resultFilename,i8*	result	Filename	
879,i32,launchTests,i32	launch	Tests	
880,i32,strcmp,i32	strcmp	
881,i32,strcmp,i32	strcmp	
882,i8*,strstr,i8*	strstr	
883,i32,xmlStrlen,i32	xml	Strlen	
