index,type,value,combination,label
702,i32,0,i32	constant	,1
703,_xmlNs*,,xml	Ns*	null	,21
704,i32,0,i32	constant	,1
705,_xmlNs*,,xml	Ns*	null	,21
706,i32,0,i32	constant	,1
707,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",i32	constant	,1
708,i32,0,i32	constant	,1
709,i32,0,i32	constant	,1
710,i32,0,i32	constant	,1
711,i32,0,i32	constant	,1
712,_xmlAttr*,,xml	Attr*	null	,18
713,i32,0,i32	constant	,1
714,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",i32	constant	,1
715,i32,0,i32	constant	,1
716,_xmlNs*,,xml	Ns*	null	,21
717,i32,0,i32	constant	,1
718,i32,0,i32	constant	,1
719,i32,0,i32	constant	,1
720,i32,0,i32	constant	,1
721,i32,0,i32	constant	,1
722,_xmlNs*,,xml	Ns*	null	,21
723,i32,0,i32	constant	,1
724,i32,0,i32	constant	,1
725,i32,0,i32	constant	,1
726,i32,0,i32	constant	,1
727,i32,0,i32	constant	,1
728,i32,0,i32	constant	,1
729,i32,0,i32	constant	,1
730,i32,0,i32	constant	,1
731,i32,0,i32	constant	,1
732,_xmlNs*,,xml	Ns*	null	,21
733,i32,0,i32	constant	,1
734,_xmlAttr*,,xml	Attr*	null	,18
735,_xmlAttr*,,xml	Attr*	null	,18
736,_xmlNs*,,xml	Ns*	null	,21
737,_xmlNs*,,xml	Ns*	null	,21
738,i8*,,i8*	null	,7
739,i8*,,i8*	null	,7
740,i32,0,i32	constant	,1
741,_xmlC14NCtx*,,xml	C14	N	Ctx*	null	,19
742,_xmlAttr*,,xml	Attr*	null	,18
743,i32,0,i32	constant	,1
744,_xmlNs*,,xml	Ns*	null	,21
745,i8*,,i8*	null	,7
746,i8*,,i8*	null	,7
747,i32,0,i32	constant	,1
748,i32,"(i8*, _xmlNode*, %struct._xmlNode*)* null",i32	constant	,1
749,_xmlNode*,,xml	Node*	null	,8
750,_xmlAttr*,,xml	Attr*	null	,18
751,i32,0,i32	constant	,1
752,i8*,,i8*	null	,7
753,i8*,,i8*	null	,7
754,i32,0,i32	constant	,1
755,i8*,,i8*	null	,7
756,i32,32,i32	constant	,1
757,i8*,,i8*	null	,7
758,_xmlCatalog*,,xml	Catalog*	null	,29
759,i32,0,i32	constant	,1
760,_xmlCatalogEntry*,,xml	Catalog	Entry*	null	,30
761,i32,1,i32	constant	,1
762,,internal global i32 0,	constant	,6
763,i32,0,i32	constant	,1
764,i8*,,i8*	null	,7
765,i8*,,i8*	null	,7
766,i8*,,i8*	null	,7
767,i8*,,i8*	null	,7
768,i8*,,i8*	null	,7
769,_xmlCatalogEntry*,,xml	Catalog	Entry*	null	,30
770,_xmlCatalog*,,xml	Catalog*	null	,29
771,i32,2,i32	constant	,1
772,_xmlCatalog*,,xml	Catalog*	null	,29
773,_xmlCatalogEntry*,,xml	Catalog	Entry*	null	,30
774,_xmlHashTable*,,xml	Hash	Table*	null	,31
775,_xmlHashTable*,,xml	Hash	Table*	null	,31
776,_xmlCatalog*,,xml	Catalog*	null	,29
777,_xmlCatalogEntry*,,xml	Catalog	Entry*	null	,30
778,_xmlCatalogEntry*,,xml	Catalog	Entry*	null	,30
779,_xmlCatalogEntry*,,xml	Catalog	Entry*	null	,30
780,_xmlCatalogEntry*,,xml	Catalog	Entry*	null	,30
781,i32,2,i32	constant	,1
782,_xmlCatalog*,,xml	Catalog*	null	,29
783,,internal global i32 0,	constant	,6
784,i32,0,i32	constant	,1
785,_xmlParserCtxt*,,xml	Parser	Ctxt*	null	,32
786,void,"(i8*, i8*, ...)** getelementptr inbounds (_xmlSAXHandlerV1, %struct._xmlSAXHandlerV1* @xmlDefaultSAXHandler, i32 0, i32 22)",void	constant	,33
787,void,"(i8*, i8*, ...)* null",void	constant	,33
788,_xmlParserInputBuffer*,,xml	Parser	Input	Buffer*	null	,34
789,_xmlParserInput*,,xml	Parser	Input*	null	,17
790,i8*,,i8*	null	,7
791,i8*,,i8*	null	,7
792,i8*,,i8*	null	,7
793,i8*,,i8*	null	,7
794,i32,0,i32	constant	,1
795,i8*,,i8*	null	,7
796,i32,0,i32	constant	,1
797,i32,0,i32	constant	,1
798,i8*,,i8*	null	,7
799,_xmlChRangeGroup*,,xml	Ch	Range	Group*	null	,-1
800,i32,65536,i32	constant	,1
801,i32,0,i32	constant	,1
802,i32,0,i32	constant	,1
803,i32,1,i32	constant	,1
804,i32,0,i32	constant	,1
805,i32,0,i32	constant	,1
806,i32,1,i32	constant	,1
807,i32,256,i32	constant	,1
808,_IO_FILE*,,I	O	F	I	L	E*	null	,14
809,i8*,,i8*	null	,7
810,i32,40,i32	constant	,1
811,i32,0,i32	constant	,1
812,i32,32,i32	constant	,1
813,i32,0,i32	constant	,1
814,_xmlDict*,,xml	Dict*	null	,35
815,i64,128,i64	constant	,12
816,i64,128,i64	constant	,12
817,i64,128,i64	constant	,12
818,i64,128,i64	constant	,12
819,i64,128,i64	constant	,12
820,i32,0,i32	constant	,1
821,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
822,i32,0,i32	constant	,1
823,i32,0,i32	constant	,1
824,i8*,,i8*	null	,7
825,_xmlDict*,,xml	Dict*	null	,35
826,i8*,,i8*	null	,7
827,i64,128,i64	constant	,12
828,i64,128,i64	constant	,12
829,i8*,,i8*	null	,7
830,i32,0,i32	constant	,1
831,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
832,i32,0,i32	constant	,1
833,i32,0,i32	constant	,1
834,_xmlDict*,,xml	Dict*	null	,35
835,i64,128,i64	constant	,12
836,i64,128,i64	constant	,12
837,i64,128,i64	constant	,12
838,i64,128,i64	constant	,12
839,i64,128,i64	constant	,12
840,i64,128,i64	constant	,12
841,i8*,,i8*	null	,7
842,i32,0,i32	constant	,1
843,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
844,i32,0,i32	constant	,1
845,i32,0,i32	constant	,1
846,i8*,,i8*	null	,7
847,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
848,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
849,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
850,i64,0,i64	constant	,12
851,i64,3,i64	constant	,12
852,i64,2730,i64	constant	,12
853,i8*,,i8*	null	,7
854,_xmlDict*,,xml	Dict*	null	,35
855,_xmlDictStrings*,,xml	Dict	Strings*	null	,37
856,_xmlDict*,,xml	Dict*	null	,35
857,_xmlDict*,,xml	Dict*	null	,35
858,_xmlDict*,,xml	Dict*	null	,35
859,_xmlDict*,,xml	Dict*	null	,35
860,_xmlDict*,,xml	Dict*	null	,35
861,_xmlDictStrings*,,xml	Dict	Strings*	null	,37
862,,internal global i32 0,	constant	,6
863,i32,0,i32	constant	,1
864,_xmlRMutex*,,xml	R	Mutex*	null	,-1
865,,internal global i32 0,	constant	,6
866,i32,0,i32	constant	,1
867,,internal global i32 0,	constant	,6
868,i32,0,i32	constant	,1
869,_xmlDictStrings*,,xml	Dict	Strings*	null	,37
870,i64,0,i64	constant	,12
871,_xmlDictStrings*,,xml	Dict	Strings*	null	,37
872,i64,0,i64	constant	,12
873,i64,0,i64	constant	,12
874,i64,0,i64	constant	,12
875,i64,0,i64	constant	,12
876,_xmlDictStrings*,,xml	Dict	Strings*	null	,37
877,i8*,,i8*	null	,7
878,_xmlDictStrings*,,xml	Dict	Strings*	null	,37
879,i64,0,i64	constant	,12
880,_xmlDictStrings*,,xml	Dict	Strings*	null	,37
881,i64,0,i64	constant	,12
882,i64,0,i64	constant	,12
883,i64,0,i64	constant	,12
884,i64,0,i64	constant	,12
885,_xmlDictStrings*,,xml	Dict	Strings*	null	,37
886,i8*,,i8*	null	,7
887,i32,0,i32	constant	,1
888,i32,0,i32	constant	,1
889,i8*,,i8*	null	,7
890,i32,10,i32	constant	,1
891,i32,0,i32	constant	,1
892,i32,10,i32	constant	,1
893,i32,10,i32	constant	,1
894,i32,0,i32	constant	,1
895,,internal global i32 0,	constant	,6
896,i32,0,i32	constant	,1
897,i32,0,i32	constant	,1
898,_xmlDict*,,xml	Dict*	null	,35
899,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
900,_xmlDict*,,xml	Dict*	null	,35
901,_xmlDict*,,xml	Dict*	null	,35
902,,internal global i32 0,	constant	,6
903,i32,0,i32	constant	,1
904,i32,0,i32	constant	,1
905,_xmlDict*,,xml	Dict*	null	,35
906,_xmlDict*,,xml	Dict*	null	,35
907,i64,8,i64	constant	,12
908,i64,16384,i64	constant	,12
909,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
910,i64,128,i64	constant	,12
911,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
912,i32,0,i32	constant	,1
913,i32,1,i32	constant	,1
914,i32,0,i32	constant	,1
915,i64,128,i64	constant	,12
916,i32,0,i32	constant	,1
917,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
918,i64,0,i64	constant	,12
919,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
920,i32,1,i32	constant	,1
921,i32,0,i32	constant	,1
922,i64,128,i64	constant	,12
923,i32,0,i32	constant	,1
924,_xmlDict*,,xml	Dict*	null	,35
925,,internal global i32 0,	constant	,6
926,i32,0,i32	constant	,1
927,i32,0,i32	constant	,1
928,i32,0,i32	constant	,1
929,_xmlDict*,,xml	Dict*	null	,35
930,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
931,i32,0,i32	constant	,1
932,i32,0,i32	constant	,1
933,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
934,i32,0,i32	constant	,1
935,_xmlDictStrings*,,xml	Dict	Strings*	null	,37
936,i8*,,i8*	null	,7
937,_xmlDict*,,xml	Dict*	null	,35
938,i32,0,i32	constant	,1
939,i64,0,i64	constant	,12
940,i32,1073741823,i32	constant	,1
941,i64,128,i64	constant	,12
942,i32,0,i32	constant	,1
943,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
944,i32,0,i32	constant	,1
945,i32,0,i32	constant	,1
946,_xmlDict*,,xml	Dict*	null	,35
947,i64,128,i64	constant	,12
948,i64,128,i64	constant	,12
949,i64,128,i64	constant	,12
950,i64,128,i64	constant	,12
951,i64,128,i64	constant	,12
952,i32,0,i32	constant	,1
953,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
954,i32,0,i32	constant	,1
955,i32,0,i32	constant	,1
956,i8*,,i8*	null	,7
957,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
958,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
959,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
960,i64,0,i64	constant	,12
961,i64,3,i64	constant	,12
962,i64,2730,i64	constant	,12
963,i32,0,i32	constant	,1
964,i8*,,i8*	null	,7
965,_xmlDict*,,xml	Dict*	null	,35
966,i32,0,i32	constant	,1
967,i64,0,i64	constant	,12
968,i32,1073741823,i32	constant	,1
969,i64,128,i64	constant	,12
970,i32,0,i32	constant	,1
971,_xmlDictEntry*,,xml	Dict	Entry*	null	,36
972,i32,0,i32	constant	,1
973,,internal global i32 0,	constant	,6
974,i32,0,i32	constant	,1
975,,internal global i32 0,	constant	,6
976,i32,0,i32	constant	,1
977,,internal global i32 0,	constant	,6
978,i32,0,i32	constant	,1
979,,internal global i32 0,	constant	,6
980,i32,0,i32	constant	,1
981,,internal global i32 0,	constant	,6
982,i32,0,i32	constant	,1
983,,internal global i32 0,	constant	,6
984,i32,0,i32	constant	,1
985,,internal global i32 0,	constant	,6
986,i32,0,i32	constant	,1
987,,internal global i32 0,	constant	,6
988,i32,0,i32	constant	,1
989,,internal global i32 0,	constant	,6
990,i32,0,i32	constant	,1
991,,internal global i32 0,	constant	,6
992,i32,0,i32	constant	,1
993,i8*,,i8*	null	,7
994,,internal global _xmlCharEncodingAlias* null,	constant	,6
995,_xmlCharEncodingAlias*,,xml	Char	Encoding	Alias*	null	,-1
996,i32,99,i32	constant	,1
997,i32,0,i32	constant	,1
998,i32,0,i32	constant	,1
999,,internal global i32 0,	constant	,6
1000,i32,0,i32	constant	,1
1001,i8*,,i8*	null	,7
1002,i8*,,i8*	null	,7
1003,i32,99,i32	constant	,1
1004,i32,0,i32	constant	,1
1005,,internal global _xmlCharEncodingAlias* null,	constant	,6
1006,_xmlCharEncodingAlias*,,xml	Char	Encoding	Alias*	null	,-1
1007,,internal global _xmlCharEncodingAlias* null,	constant	,6
1008,_xmlCharEncodingAlias*,,xml	Char	Encoding	Alias*	null	,-1
1009,,internal global i32 0,	constant	,6
1010,,internal global i32 0,	constant	,6
1011,i32,0,i32	constant	,1
1012,,internal global i32 0,	constant	,6
1013,i32,0,i32	constant	,1
1014,i8*,,i8*	null	,7
1015,,internal global _xmlCharEncodingAlias* null,	constant	,6
1016,_xmlCharEncodingAlias*,,xml	Char	Encoding	Alias*	null	,-1
1017,,internal global i32 0,	constant	,6
1018,i32,0,i32	constant	,1
1019,i8*,,i8*	null	,7
1020,i8*,,i8*	null	,7
1021,i32,499,i32	constant	,1
1022,i32,0,i32	constant	,1
1023,i32,0,i32	constant	,1
1024,i32,0,i32	constant	,1
1025,i32,0,i32	constant	,1
1026,i32,0,i32	constant	,1
1027,i32,0,i32	constant	,1
1028,i32,0,i32	constant	,1
1029,i32,0,i32	constant	,1
1030,i32,0,i32	constant	,1
1031,i32,0,i32	constant	,1
1032,i32,0,i32	constant	,1
1033,i32,0,i32	constant	,1
1034,i32,0,i32	constant	,1
1035,i32,0,i32	constant	,1
1036,i32,0,i32	constant	,1
1037,i32,0,i32	constant	,1
1038,i32,0,i32	constant	,1
1039,i32,0,i32	constant	,1
1040,i32,0,i32	constant	,1
1041,i32,0,i32	constant	,1
1042,i32,0,i32	constant	,1
1043,i32,0,i32	constant	,1
1044,i32,0,i32	constant	,1
1045,i32,0,i32	constant	,1
1046,i32,0,i32	constant	,1
1047,i32,0,i32	constant	,1
1048,i32,0,i32	constant	,1
1049,i32,0,i32	constant	,1
1050,i8*,,i8*	null	,7
1051,i8*,,i8*	null	,7
1052,i32,499,i32	constant	,1
1053,i32,0,i32	constant	,1
1054,i8*,,i8*	null	,7
1055,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1056,,internal global _xmlCharEncodingHandler** null,	constant	,6
1057,_xmlCharEncodingHandler**,,xml	Char	Encoding	Handler**	null	,38
1058,i32,18,i32	constant	,1
1059,i32,52,i32	constant	,1
1060,,internal global _xmlCharEncodingHandler** null,	constant	,6
1061,_xmlCharEncodingHandler**,,xml	Char	Encoding	Handler**	null	,38
1062,,internal global _xmlCharEncodingHandler** null,	constant	,6
1063,_xmlCharEncodingHandler**,,xml	Char	Encoding	Handler**	null	,38
1064,,internal global i32 0,	constant	,6
1065,i32,0,i32	constant	,1
1066,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1067,i8*,,i8*	null	,7
1068,,internal global _xmlCharEncodingHandler** null,	constant	,6
1069,_xmlCharEncodingHandler**,,xml	Char	Encoding	Handler**	null	,38
1070,,internal global _xmlCharEncodingHandler** null,	constant	,6
1071,_xmlCharEncodingHandler**,,xml	Char	Encoding	Handler**	null	,38
1072,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1073,,internal global i32 0,	constant	,6
1074,i32,50,i32	constant	,1
1075,,internal global _xmlCharEncodingHandler** null,	constant	,6
1076,_xmlCharEncodingHandler**,,xml	Char	Encoding	Handler**	null	,38
1077,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1078,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1079,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1080,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1081,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1082,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1083,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1084,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1085,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1086,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1087,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1088,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1089,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1090,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1091,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1092,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1093,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1094,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1095,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1096,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1097,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1098,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1099,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1100,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1101,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1102,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1103,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1104,,internal global _xmlCharEncodingHandler** null,	constant	,6
1105,_xmlCharEncodingHandler**,,xml	Char	Encoding	Handler**	null	,38
1106,i8*,,i8*	null	,7
1107,i32,0,i32	constant	,1
1108,i8*,,i8*	null	,7
1109,i32,99,i32	constant	,1
1110,i32,0,i32	constant	,1
1111,,internal global _xmlCharEncodingHandler** null,	constant	,6
1112,_xmlCharEncodingHandler**,,xml	Char	Encoding	Handler**	null	,38
1113,i32,0,i32	constant	,1
1114,,internal global i32 0,	constant	,6
1115,i32,0,i32	constant	,1
1116,i8*,inttoptr (i64 -1 to i8*),i8*	constant	,13
1117,i8*,inttoptr (i64 -1 to i8*),i8*	constant	,13
1118,i8*,inttoptr (i64 -1 to i8*),i8*	constant	,13
1119,i8*,inttoptr (i64 -1 to i8*),i8*	constant	,13
1120,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1121,i8*,inttoptr (i64 -1 to i8*),i8*	constant	,13
1122,i8*,inttoptr (i64 -1 to i8*),i8*	constant	,13
1123,i32,-1,i32	constant	,1
1124,i32,0,i32	constant	,1
1125,i8*,,i8*	null	,7
1126,i8*,,i8*	null	,7
1127,i32*,,i	null	,26
1128,i32*,,i	null	,26
1129,i8*,,i8*	null	,7
1130,i32*,,i	null	,26
1131,i32,-1,i32	constant	,1
1132,i64,0,i64	constant	,12
1133,i32,84,i32	constant	,1
1134,i32,7,i32	constant	,1
1135,i32,22,i32	constant	,1
1136,i64,5,i64	constant	,12
1137,i32,128,i32	constant	,1
1138,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1139,_xmlBuffer*,,xml	Buffer*	null	,16
1140,_xmlBuffer*,,xml	Buffer*	null	,16
1141,i32,0,i32	constant	,1
1142,i32,180,i32	constant	,1
1143,i32,2,i32	constant	,1
1144,i32,"(i8*, i32*, i8*, i32*)* null",i32	constant	,1
1145,i8*,,i8*	null	,7
1146,i32,-2,i32	constant	,1
1147,i32,-1,i32	constant	,1
1148,i32,-2,i32	constant	,1
1149,i32,-3,i32	constant	,1
1150,i32,-2,i32	constant	,1
1151,i32,-1,i32	constant	,1
1152,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1153,_xmlParserInputBuffer*,,xml	Parser	Input	Buffer*	null	,34
1154,_xmlBuf*,,xml	Buf*	null	,15
1155,_xmlBuf*,,xml	Buf*	null	,15
1156,i64,0,i64	constant	,12
1157,i32,0,i32	constant	,1
1158,i64,180,i64	constant	,12
1159,i64,2,i64	constant	,12
1160,i64,1,i64	constant	,12
1161,i64,360,i64	constant	,12
1162,i32,"(i8*, i32*, i8*, i32*)* null",i32	constant	,1
1163,i8*,,i8*	null	,7
1164,i32,-2,i32	constant	,1
1165,i32,-1,i32	constant	,1
1166,i32,-2,i32	constant	,1
1167,i32,-3,i32	constant	,1
1168,i32,-2,i32	constant	,1
1169,i32,-1,i32	constant	,1
1170,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1171,_xmlParserInputBuffer*,,xml	Parser	Input	Buffer*	null	,34
1172,_xmlBuf*,,xml	Buf*	null	,15
1173,_xmlBuf*,,xml	Buf*	null	,15
1174,i64,0,i64	constant	,12
1175,i32,0,i32	constant	,1
1176,i64,65536,i64	constant	,12
1177,i64,0,i64	constant	,12
1178,i64,2,i64	constant	,12
1179,i64,0,i64	constant	,12
1180,i32,0,i32	constant	,1
1181,i64,131072,i64	constant	,12
1182,i32,"(i8*, i32*, i8*, i32*)* null",i32	constant	,1
1183,i8*,,i8*	null	,7
1184,i32,-2,i32	constant	,1
1185,i32,-1,i32	constant	,1
1186,i32,-2,i32	constant	,1
1187,i32,-3,i32	constant	,1
1188,i32,0,i32	constant	,1
1189,i32*,,i	null	,26
1190,i32*,,i	null	,26
1191,i8*,,i8*	null	,7
1192,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1193,_xmlBuffer*,,xml	Buffer*	null	,16
1194,_xmlBuffer*,,xml	Buffer*	null	,16
1195,i32,0,i32	constant	,1
1196,i8*,,i8*	null	,7
1197,i32,2,i32	constant	,1
1198,i32,"(i8*, i32*, i8*, i32*)* null",i32	constant	,1
1199,i8*,,i8*	null	,7
1200,i32,-2,i32	constant	,1
1201,i32,-1,i32	constant	,1
1202,i32,-2,i32	constant	,1
1203,i32,-3,i32	constant	,1
1204,i32,1,i32	constant	,1
1205,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1206,_xmlOutputBuffer*,,xml	Output	Buffer*	null	,24
1207,_xmlBuf*,,xml	Buf*	null	,15
1208,_xmlBuf*,,xml	Buf*	null	,15
1209,i64,0,i64	constant	,12
1210,i32,128,i32	constant	,1
1211,i32,0,i32	constant	,1
1212,i32,"(i8*, i32*, i8*, i32*)* null",i32	constant	,1
1213,i32,-2,i32	constant	,1
1214,i32,0,i32	constant	,1
1215,i32,192,i32	constant	,1
1216,i8*,,i8*	null	,7
1217,i64,0,i64	constant	,12
1218,i64,65536,i64	constant	,12
1219,i64,4,i64	constant	,12
1220,i64,262144,i64	constant	,12
1221,i32,"(i8*, i32*, i8*, i32*)* null",i32	constant	,1
1222,i32,0,i32	constant	,1
1223,i32,224,i32	constant	,1
1224,i8*,,i8*	null	,7
1225,i32,-2,i32	constant	,1
1226,i32,-1,i32	constant	,1
1227,i32,0,i32	constant	,1
1228,i32,240,i32	constant	,1
1229,i32,248,i32	constant	,1
1230,i32,-2,i32	constant	,1
1231,i32,0,i32	constant	,1
1232,i32,0,i32	constant	,1
1233,i32,0,i32	constant	,1
1234,i32,0,i32	constant	,1
1235,i32,2,i32	constant	,1
1236,i32,0,i32	constant	,1
1237,i32,192,i32	constant	,1
1238,i32,128,i32	constant	,1
1239,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1240,_xmlBuffer*,,xml	Buffer*	null	,16
1241,i32,0,i32	constant	,1
1242,_xmlBuffer*,,xml	Buffer*	null	,16
1243,i32,"(i8*, i32*, i8*, i32*)* null",i32	constant	,1
1244,i32,-2,i32	constant	,1
1245,i32,0,i32	constant	,1
1246,i8*,,i8*	null	,7
1247,i32,0,i32	constant	,1
1248,i32,0,i32	constant	,1
1249,i32,4,i32	constant	,1
1250,i32,"(i8*, i32*, i8*, i32*)* null",i32	constant	,1
1251,i32,0,i32	constant	,1
1252,i32,128,i32	constant	,1
1253,i8*,,i8*	null	,7
1254,i32,-2,i32	constant	,1
1255,i32,-1,i32	constant	,1
1256,i32,0,i32	constant	,1
1257,i32,-2,i32	constant	,1
1258,i32,0,i32	constant	,1
1259,i32,0,i32	constant	,1
1260,i32,0,i32	constant	,1
1261,i32,0,i32	constant	,1
1262,i32,2,i32	constant	,1
1263,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1264,i8*,,i8*	null	,7
1265,,internal global _xmlCharEncodingHandler** null,	constant	,6
1266,_xmlCharEncodingHandler**,,xml	Char	Encoding	Handler**	null	,38
1267,,internal global i32 0,	constant	,6
1268,i32,0,i32	constant	,1
1269,i8*,,i8*	null	,7
1270,i8*,,i8*	null	,7
1271,i8*,,i8*	null	,7
1272,i32,0,i32	constant	,1
1273,i8*,,i8*	null	,7
1274,i32,0,i32	constant	,1
1275,i32,0,i32	constant	,1
1276,i8*,,i8*	null	,7
1277,_xmlParserCtxt*,,xml	Parser	Ctxt*	null	,32
1278,_xmlParserInput*,,xml	Parser	Input*	null	,17
1279,_xmlCharEncodingHandler*,,xml	Char	Encoding	Handler*	null	,25
1280,_xmlParserInputBuffer*,,xml	Parser	Input	Buffer*	null	,34
1281,i64,0,i64	constant	,12
1282,i32,"(i8*, i32*, i8*, i32*)* null",i32	constant	,1
1283,i32,-1,i32	constant	,1
1284,i32,-2,i32	constant	,1
1285,i8*,,i8*	null	,7
1286,i32,0,i32	constant	,1
1287,i32,32000,i32	constant	,1
1288,i32,0,i32	constant	,1
1289,i32,-2,i32	constant	,1
1290,i32*,,i	null	,26
1291,i32*,,i	null	,26
1292,i8*,,i8*	null	,7
1293,i8*,,i8*	null	,7
1294,i32,128,i32	constant	,1
1295,i32,128,i32	constant	,1
1296,i32,128,i32	constant	,1
1297,i32*,,i	null	,26
1298,i32*,,i	null	,26
1299,i8*,,i8*	null	,7
1300,i8*,,i8*	null	,7
1301,i32,0,i32	constant	,1
1302,i32*,,i	null	,26
1303,i32*,,i	null	,26
1304,i8*,,i8*	null	,7
1305,i8*,,i8*	null	,7
1306,i32,128,i32	constant	,1
1307,i32,192,i32	constant	,1
1308,i32,224,i32	constant	,1
1309,i32,240,i32	constant	,1
1310,i32,248,i32	constant	,1
1311,i32,0,i32	constant	,1
1312,i32,192,i32	constant	,1
1313,i32,128,i32	constant	,1
1314,i32,255,i32	constant	,1
1315,i32,2,i32	constant	,1
1316,i32,1,i32	constant	,1
1317,i64,5,i64	constant	,12
1318,,internal global i32 1,	constant	,6
1319,i32,0,i32	constant	,1
1320,i32,64512,i32	constant	,1
1321,i32,55296,i32	constant	,1
1322,,internal global i32 1,	constant	,6
1323,i32,0,i32	constant	,1
1324,i32,64512,i32	constant	,1
1325,i32,56320,i32	constant	,1
1326,i32,128,i32	constant	,1
1327,i32,2048,i32	constant	,1
1328,i32,65536,i32	constant	,1
1329,i32,-6,i32	constant	,1
1330,i32,0,i32	constant	,1
1331,i32*,,i	null	,26
1332,i32*,,i	null	,26
1333,i16*,,i	null	,26
1334,i8*,,i8*	null	,7
1335,i32,128,i32	constant	,1
1336,i32,192,i32	constant	,1
1337,i32,224,i32	constant	,1
1338,i32,240,i32	constant	,1
1339,i32,248,i32	constant	,1
1340,i32,0,i32	constant	,1
1341,i32,192,i32	constant	,1
1342,i32,128,i32	constant	,1
1343,i32,65536,i32	constant	,1
1344,,internal global i32 1,	constant	,6
1345,i32,0,i32	constant	,1
1346,i32,1114112,i32	constant	,1
1347,,internal global i32 1,	constant	,6
1348,i32,0,i32	constant	,1
1349,i8*,,i8*	null	,7
1350,i32,2,i32	constant	,1
1351,i32,2,i32	constant	,1
1352,i32,1,i32	constant	,1
1353,,internal global i32 1,	constant	,6
1354,i32,0,i32	constant	,1
1355,i32,64512,i32	constant	,1
