index,type,value,combination
25,i32,"utf8_utostrpad(i8* s ,i32 v ,i32 digits )",i32	utf	utostrpad	i8*	s	i32	v	i32	digits	
26,i32,"xmlBufCat(_xmlBuf* buf ,i8* str )",i32	xml	Buf	Cat	xml	Buf*	buf	i8*	str	
27,i32,"xmlBufCat(_xmlBuf* buf ,i8* str )",i32	xml	Buf	Cat	xml	Buf*	buf	i8*	str	
28,i32,"xmlBufCCat(_xmlBuf* buf ,i8* str )",i32	xml	Buf	C	Cat	xml	Buf*	buf	i8*	str	
29,i32,"xmlBufCCat(_xmlBuf* buf ,i8* str )",i32	xml	Buf	C	Cat	xml	Buf*	buf	i8*	str	
30,i32,"xmlBufWriteCHAR(_xmlBuf* buf ,i8* string )",i32	xml	Buf	Write	C	H	A	R	xml	Buf*	buf	i8*	string	
31,i32,"xmlBufWriteChar(_xmlBuf* buf ,i8* string )",i32	xml	Buf	Write	Char	xml	Buf*	buf	i8*	string	
32,void,"xmlBufOverflowError(_xmlBuf* buf ,i8* extra )",void	xml	Buf	Overflow	Error	xml	Buf*	buf	i8*	extra	
33,i32,"xmlBufWriteQuotedString(_xmlBuf* buf ,i8* string )",i32	xml	Buf	Write	Quoted	String	xml	Buf*	buf	i8*	string	
34,i32,"xmlBufWriteQuotedString(_xmlBuf* buf ,i8* string )",i32	xml	Buf	Write	Quoted	String	xml	Buf*	buf	i8*	string	
35,i32,"xmlBufWriteQuotedString(_xmlBuf* buf ,i8* string )",i32	xml	Buf	Write	Quoted	String	xml	Buf*	buf	i8*	string	
36,_xmlBuf*,xmlBufFromBuffer(_xmlBuffer* buffer ),xml	Buf*	xml	Buf	From	Buffer	xml	Buffer*	buffer	
37,_xmlBuffer*,xmlBufBackToBuffer(_xmlBuf* buf ),xml	Buffer*	xml	Buf	Back	To	Buffer	xml	Buf*	buf	
38,i32,"xmlBufMergeBuffer(_xmlBuf* buf ,_xmlBuffer* buffer )",i32	xml	Buf	Merge	Buffer	xml	Buf*	buf	xml	Buffer*	buffer	
39,i32,"xmlBufMergeBuffer(_xmlBuf* buf ,_xmlBuffer* buffer )",i32	xml	Buf	Merge	Buffer	xml	Buf*	buf	xml	Buffer*	buffer	
40,i32,"xmlBufResetInput(_xmlBuf* buf ,_xmlParserInput* input )",i32	xml	Buf	Reset	Input	xml	Buf*	buf	xml	Parser	Input*	input	
41,i32,"xmlBufResetInput(_xmlBuf* buf ,_xmlParserInput* input )",i32	xml	Buf	Reset	Input	xml	Buf*	buf	xml	Parser	Input*	input	
42,i64,"xmlBufGetInputBase(_xmlBuf* buf ,_xmlParserInput* input )",i64	xml	Buf	Get	Input	Base	xml	Buf*	buf	xml	Parser	Input*	input	
43,i64,"xmlBufGetInputBase(_xmlBuf* buf ,_xmlParserInput* input )",i64	xml	Buf	Get	Input	Base	xml	Buf*	buf	xml	Parser	Input*	input	
44,i32,"xmlBufSetInputBaseCur(_xmlBuf* buf ,_xmlParserInput* input ,i64 base ,i64 cur )",i32	xml	Buf	Set	Input	Base	Cur	xml	Buf*	buf	xml	Parser	Input*	input	i64	base	i64	cur	
45,i32,"xmlBufSetInputBaseCur(_xmlBuf* buf ,_xmlParserInput* input ,i64 base ,i64 cur )",i32	xml	Buf	Set	Input	Base	Cur	xml	Buf*	buf	xml	Parser	Input*	input	i64	base	i64	cur	
46,_xmlBuf*,xmlBufCreateSize(i64 size ),xml	Buf*	xml	Buf	Create	Size	i64	size	
47,i8*,xmlBufDetach(_xmlBuf* buf ),i8*	xml	Buf	Detach	xml	Buf*	buf	
48,_xmlBuf*,"xmlBufCreateStatic(i8* mem ,i64 size )",xml	Buf*	xml	Buf	Create	Static	i8*	mem	i64	size	
49,_xmlBuf*,"xmlBufCreateStatic(i8* mem ,i64 size )",xml	Buf*	xml	Buf	Create	Static	i8*	mem	i64	size	
50,_xmlBuf*,"xmlBufCreateStatic(i8* mem ,i64 size )",xml	Buf*	xml	Buf	Create	Static	i8*	mem	i64	size	
51,i32,xmlBufGetAllocationScheme(_xmlBuf* buf ),i32	xml	Buf	Get	Allocation	Scheme	xml	Buf*	buf	
52,i32,"xmlBufSetAllocationScheme(_xmlBuf* buf ,i32 scheme )",i32	xml	Buf	Set	Allocation	Scheme	xml	Buf*	buf	i32	scheme	
53,i32,"xmlBufSetAllocationScheme(_xmlBuf* buf ,i32 scheme )",i32	xml	Buf	Set	Allocation	Scheme	xml	Buf*	buf	i32	scheme	
54,i32,"xmlBufSetAllocationScheme(_xmlBuf* buf ,i32 scheme )",i32	xml	Buf	Set	Allocation	Scheme	xml	Buf*	buf	i32	scheme	
55,i32,"xmlBufSetAllocationScheme(_xmlBuf* buf ,i32 scheme )",i32	xml	Buf	Set	Allocation	Scheme	xml	Buf*	buf	i32	scheme	
56,i32,"xmlBufSetAllocationScheme(_xmlBuf* buf ,i32 scheme )",i32	xml	Buf	Set	Allocation	Scheme	xml	Buf*	buf	i32	scheme	
57,i32,"xmlBufSetAllocationScheme(_xmlBuf* buf ,i32 scheme )",i32	xml	Buf	Set	Allocation	Scheme	xml	Buf*	buf	i32	scheme	
58,i32,"xmlBufSetAllocationScheme(_xmlBuf* buf ,i32 scheme )",i32	xml	Buf	Set	Allocation	Scheme	xml	Buf*	buf	i32	scheme	
59,void,xmlBufFree(_xmlBuf* buf ),void	xml	Buf	Free	xml	Buf*	buf	
60,void,xmlBufEmpty(_xmlBuf* buf ),void	xml	Buf	Empty	xml	Buf*	buf	
61,i64,"xmlBufShrink(_xmlBuf* buf ,i64 len )",i64	xml	Buf	Shrink	xml	Buf*	buf	i64	len	
62,i64,"xmlBufShrink(_xmlBuf* buf ,i64 len )",i64	xml	Buf	Shrink	xml	Buf*	buf	i64	len	
63,i64,"xmlBufShrink(_xmlBuf* buf ,i64 len )",i64	xml	Buf	Shrink	xml	Buf*	buf	i64	len	
64,i64,"xmlBufGrowInternal(_xmlBuf* buf ,i64 len )",i64	xml	Buf	Grow	Internal	xml	Buf*	buf	i64	len	
65,i64,"xmlBufGrowInternal(_xmlBuf* buf ,i64 len )",i64	xml	Buf	Grow	Internal	xml	Buf*	buf	i64	len	
66,i64,"xmlBufGrowInternal(_xmlBuf* buf ,i64 len )",i64	xml	Buf	Grow	Internal	xml	Buf*	buf	i64	len	
67,i64,"xmlBufGrowInternal(_xmlBuf* buf ,i64 len )",i64	xml	Buf	Grow	Internal	xml	Buf*	buf	i64	len	
68,i32,"xmlBufGrow(_xmlBuf* buf ,i32 len )",i32	xml	Buf	Grow	xml	Buf*	buf	i32	len	
69,i32,"xmlBufGrow(_xmlBuf* buf ,i32 len )",i32	xml	Buf	Grow	xml	Buf*	buf	i32	len	
70,i32,"xmlBufGrow(_xmlBuf* buf ,i32 len )",i32	xml	Buf	Grow	xml	Buf*	buf	i32	len	
71,i32,"xmlBufInflate(_xmlBuf* buf ,i64 len )",i32	xml	Buf	Inflate	xml	Buf*	buf	i64	len	
72,i64,"xmlBufDump(_IO_FILE* file ,_xmlBuf* buf )",i64	xml	Buf	Dump	I	O	F	I	L	E*	file	xml	Buf*	buf	
73,i64,"xmlBufDump(_IO_FILE* file ,_xmlBuf* buf )",i64	xml	Buf	Dump	I	O	F	I	L	E*	file	xml	Buf*	buf	
74,i8*,xmlBufContent(_xmlBuf* buf ),i8*	xml	Buf	Content	xml	Buf*	buf	
75,i8*,xmlBufEnd(_xmlBuf* buf ),i8*	xml	Buf	End	xml	Buf*	buf	
76,i32,"xmlBufAddLen(_xmlBuf* buf ,i64 len )",i32	xml	Buf	Add	Len	xml	Buf*	buf	i64	len	
77,i32,"xmlBufAddLen(_xmlBuf* buf ,i64 len )",i32	xml	Buf	Add	Len	xml	Buf*	buf	i64	len	
78,i32,"xmlBufErase(_xmlBuf* buf ,i64 len )",i32	xml	Buf	Erase	xml	Buf*	buf	i64	len	
79,i32,"xmlBufErase(_xmlBuf* buf ,i64 len )",i32	xml	Buf	Erase	xml	Buf*	buf	i64	len	
80,i64,xmlBufLength(_xmlBuf* buf ),i64	xml	Buf	Length	xml	Buf*	buf	
81,i64,xmlBufUse(_xmlBuf* buf ),i64	xml	Buf	Use	xml	Buf*	buf	
82,i64,xmlBufAvail(_xmlBuf* buf ),i64	xml	Buf	Avail	xml	Buf*	buf	
83,i32,xmlBufIsEmpty(_xmlBuf* buf ),i32	xml	Buf	Is	Empty	xml	Buf*	buf	
84,i32,"xmlBufResize(_xmlBuf* buf ,i64 size )",i32	xml	Buf	Resize	xml	Buf*	buf	i64	size	
85,i32,"xmlBufResize(_xmlBuf* buf ,i64 size )",i32	xml	Buf	Resize	xml	Buf*	buf	i64	size	
86,i32,"xmlBufResize(_xmlBuf* buf ,i64 size )",i32	xml	Buf	Resize	xml	Buf*	buf	i64	size	
87,i32,"xmlBufResize(_xmlBuf* buf ,i64 size )",i32	xml	Buf	Resize	xml	Buf*	buf	i64	size	
88,i32,"xmlBufResize(_xmlBuf* buf ,i64 size )",i32	xml	Buf	Resize	xml	Buf*	buf	i64	size	
89,i32,"xmlBufAdd(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	xml	Buf*	buf	i8*	str	i32	len	
90,i32,"xmlBufAdd(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	xml	Buf*	buf	i8*	str	i32	len	
91,i32,"xmlBufAdd(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	xml	Buf*	buf	i8*	str	i32	len	
92,i32,"xmlBufAdd(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	xml	Buf*	buf	i8*	str	i32	len	
93,i32,"xmlBufAdd(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	xml	Buf*	buf	i8*	str	i32	len	
94,i32,"xmlBufAdd(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	xml	Buf*	buf	i8*	str	i32	len	
95,i32,"xmlBufAdd(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	xml	Buf*	buf	i8*	str	i32	len	
96,i32,"xmlBufAddHead(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	Head	xml	Buf*	buf	i8*	str	i32	len	
97,i32,"xmlBufAddHead(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	Head	xml	Buf*	buf	i8*	str	i32	len	
98,i32,"xmlBufAddHead(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	Head	xml	Buf*	buf	i8*	str	i32	len	
99,i32,"xmlBufAddHead(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	Head	xml	Buf*	buf	i8*	str	i32	len	
100,void,"xmlBufMemoryError(_xmlBuf* buf ,i8* extra )",void	xml	Buf	Memory	Error	xml	Buf*	buf	i8*	extra	
101,i32,"xmlBufAddHead(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	Head	xml	Buf*	buf	i8*	str	i32	len	
102,i32,"xmlBufAddHead(_xmlBuf* buf ,i8* str ,i32 len )",i32	xml	Buf	Add	Head	xml	Buf*	buf	i8*	str	i32	len	
103,_xmlAttr*,"xmlC14NFixupBaseAttr(_xmlC14NCtx* ctx ,_xmlAttr* xml_base_attr )",xml	Attr*	xml	C14	N	Fixup	Base	Attr	xml	C14	N	Ctx*	ctx	xml	Attr*	xml	base	attr	
104,_xmlAttr*,"xmlC14NFixupBaseAttr(_xmlC14NCtx* ctx ,_xmlAttr* xml_base_attr )",xml	Attr*	xml	C14	N	Fixup	Base	Attr	xml	C14	N	Ctx*	ctx	xml	Attr*	xml	base	attr	
105,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",i32	xml	C14	N	Process	Attrs	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	parent	visible	
106,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",i32	xml	C14	N	Process	Attrs	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	parent	visible	
107,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",i32	xml	C14	N	Process	Attrs	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	parent	visible	
108,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",i32	xml	C14	N	Process	Attrs	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	parent	visible	
109,i32,"xmlC14NProcessAttrsAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 parent_visible )",i32	xml	C14	N	Process	Attrs	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	parent	visible	
110,i32,"xmlC14NCheckForRelativeNamespaces(_xmlC14NCtx* ctx ,_xmlNode* cur )",i32	xml	C14	N	Check	For	Relative	Namespaces	xml	C14	N	Ctx*	ctx	xml	Node*	cur	
111,i32,"xmlC14NCheckForRelativeNamespaces(_xmlC14NCtx* ctx ,_xmlNode* cur )",i32	xml	C14	N	Check	For	Relative	Namespaces	xml	C14	N	Ctx*	ctx	xml	Node*	cur	
112,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Element	Node	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
113,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Element	Node	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
114,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Element	Node	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
115,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Element	Node	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
116,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Element	Node	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
117,i32,"xmlC14NProcessElementNode(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Element	Node	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
118,i32,"xmlC14NProcessNode(_xmlC14NCtx* ctx ,_xmlNode* cur )",i32	xml	C14	N	Process	Node	xml	C14	N	Ctx*	ctx	xml	Node*	cur	
119,i32,"xmlC14NProcessNode(_xmlC14NCtx* ctx ,_xmlNode* cur )",i32	xml	C14	N	Process	Node	xml	C14	N	Ctx*	ctx	xml	Node*	cur	
120,i32,"xmlC14NProcessNodeList(_xmlC14NCtx* ctx ,_xmlNode* cur )",i32	xml	C14	N	Process	Node	List	xml	C14	N	Ctx*	ctx	xml	Node*	cur	
121,i32,"xmlC14NProcessNodeList(_xmlC14NCtx* ctx ,_xmlNode* cur )",i32	xml	C14	N	Process	Node	List	xml	C14	N	Ctx*	ctx	xml	Node*	cur	
122,void,xmlC14NFreeCtx(_xmlC14NCtx* ctx ),void	xml	C14	N	Free	Ctx	xml	C14	N	Ctx*	ctx	
123,_xmlC14NCtx*,"xmlC14NNewCtx(_xmlDoc* doc ,i32 (i8*, _xmlNode*, %struct._xmlNode*)* is_visible_callback ,i8* user_data ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,_xmlOutputBuffer* buf )",xml	C14	N	Ctx*	xml	C14	N	New	Ctx	xml	Doc*	doc	i32	i8*	xml	Node*	struct	xml	Node*	is	visible	callback	i8*	user	data	i32	mode	i	inclusive	ns	prefixes	i32	with	comments	xml	Output	Buffer*	buf	
124,_xmlC14NCtx*,"xmlC14NNewCtx(_xmlDoc* doc ,i32 (i8*, _xmlNode*, %struct._xmlNode*)* is_visible_callback ,i8* user_data ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,_xmlOutputBuffer* buf )",xml	C14	N	Ctx*	xml	C14	N	New	Ctx	xml	Doc*	doc	i32	i8*	xml	Node*	struct	xml	Node*	is	visible	callback	i8*	user	data	i32	mode	i	inclusive	ns	prefixes	i32	with	comments	xml	Output	Buffer*	buf	
125,i32,"xmlC14NExecute(_xmlDoc* doc ,i32 (i8*, _xmlNode*, %struct._xmlNode*)* is_visible_callback ,i8* user_data ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,_xmlOutputBuffer* buf )",i32	xml	C14	N	Execute	xml	Doc*	doc	i32	i8*	xml	Node*	struct	xml	Node*	is	visible	callback	i8*	user	data	i32	mode	i	inclusive	ns	prefixes	i32	with	comments	xml	Output	Buffer*	buf	
126,i32,"xmlC14NExecute(_xmlDoc* doc ,i32 (i8*, _xmlNode*, %struct._xmlNode*)* is_visible_callback ,i8* user_data ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,_xmlOutputBuffer* buf )",i32	xml	C14	N	Execute	xml	Doc*	doc	i32	i8*	xml	Node*	struct	xml	Node*	is	visible	callback	i8*	user	data	i32	mode	i	inclusive	ns	prefixes	i32	with	comments	xml	Output	Buffer*	buf	
127,i32,"xmlC14NDocDumpMemory(_xmlDoc* doc ,_xmlNodeSet* nodes ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,i8** doc_txt_ptr )",i32	xml	C14	N	Doc	Dump	Memory	xml	Doc*	doc	xml	Node	Set*	nodes	i32	mode	i	inclusive	ns	prefixes	i32	with	comments	i	doc	txt	ptr	
128,i32,"xmlC14NDocDumpMemory(_xmlDoc* doc ,_xmlNodeSet* nodes ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,i8** doc_txt_ptr )",i32	xml	C14	N	Doc	Dump	Memory	xml	Doc*	doc	xml	Node	Set*	nodes	i32	mode	i	inclusive	ns	prefixes	i32	with	comments	i	doc	txt	ptr	
129,i32,"xmlC14NDocSave(_xmlDoc* doc ,_xmlNodeSet* nodes ,i32 mode ,i8** inclusive_ns_prefixes ,i32 with_comments ,i8* filename ,i32 compression )",i32	xml	C14	N	Doc	Save	xml	Doc*	doc	xml	Node	Set*	nodes	i32	mode	i	inclusive	ns	prefixes	i32	with	comments	i8*	filename	i32	compression	
130,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
131,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
132,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
133,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
134,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
135,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
136,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
137,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
138,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
139,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
140,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
141,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
142,i8*,"xmlC11NNormalizeString(i8* input ,i32 mode )",i8*	xml	C11	N	Normalize	String	i8*	input	i32	mode	
143,void,"xmlC14NErr(_xmlC14NCtx* ctxt ,_xmlNode* node ,i32 error ,i8* msg )",void	xml	C14	N	Err	xml	C14	N	Ctx*	ctxt	xml	Node*	node	i32	error	i8*	msg	
144,i32,"xmlC14NIsNodeInNodeset(_xmlNodeSet* nodes ,_xmlNode* node ,_xmlNode* parent )",i32	xml	C14	N	Is	Node	In	Nodeset	xml	Node	Set*	nodes	xml	Node*	node	xml	Node*	parent	
145,i32,"xmlC14NIsNodeInNodeset(_xmlNodeSet* nodes ,_xmlNode* node ,_xmlNode* parent )",i32	xml	C14	N	Is	Node	In	Nodeset	xml	Node	Set*	nodes	xml	Node*	node	xml	Node*	parent	
146,i32,"xmlC14NIsNodeInNodeset(_xmlNodeSet* nodes ,_xmlNode* node ,_xmlNode* parent )",i32	xml	C14	N	Is	Node	In	Nodeset	xml	Node	Set*	nodes	xml	Node*	node	xml	Node*	parent	
147,void,xmlC14NVisibleNsStackDestroy(_xmlC14NVisibleNsStack* cur ),void	xml	C14	N	Visible	Ns	Stack	Destroy	xml	C14	N	Visible	Ns	Stack*	cur	
148,void,"xmlC14NVisibleNsStackAdd(_xmlC14NVisibleNsStack* cur ,_xmlNs* ns ,_xmlNode* node )",void	xml	C14	N	Visible	Ns	Stack	Add	xml	C14	N	Visible	Ns	Stack*	cur	xml	Ns*	ns	xml	Node*	node	
149,void,"xmlC14NVisibleNsStackSave(_xmlC14NVisibleNsStack* cur ,_xmlC14NVisibleNsStack* state )",void	xml	C14	N	Visible	Ns	Stack	Save	xml	C14	N	Visible	Ns	Stack*	cur	xml	C14	N	Visible	Ns	Stack*	state	
150,void,"xmlC14NVisibleNsStackSave(_xmlC14NVisibleNsStack* cur ,_xmlC14NVisibleNsStack* state )",void	xml	C14	N	Visible	Ns	Stack	Save	xml	C14	N	Visible	Ns	Stack*	cur	xml	C14	N	Visible	Ns	Stack*	state	
151,void,"xmlC14NVisibleNsStackRestore(_xmlC14NVisibleNsStack* cur ,_xmlC14NVisibleNsStack* state )",void	xml	C14	N	Visible	Ns	Stack	Restore	xml	C14	N	Visible	Ns	Stack*	cur	xml	C14	N	Visible	Ns	Stack*	state	
152,void,"xmlC14NVisibleNsStackRestore(_xmlC14NVisibleNsStack* cur ,_xmlC14NVisibleNsStack* state )",void	xml	C14	N	Visible	Ns	Stack	Restore	xml	C14	N	Visible	Ns	Stack*	cur	xml	C14	N	Visible	Ns	Stack*	state	
153,void,xmlC14NVisibleNsStackShift(_xmlC14NVisibleNsStack* cur ),void	xml	C14	N	Visible	Ns	Stack	Shift	xml	C14	N	Visible	Ns	Stack*	cur	
154,i32,"xmlC14NStrEqual(i8* str1 ,i8* str2 )",i32	xml	C14	N	Str	Equal	i8*	str	i8*	str	
155,i32,"xmlC14NStrEqual(i8* str1 ,i8* str2 )",i32	xml	C14	N	Str	Equal	i8*	str	i8*	str	
156,i32,"xmlC14NStrEqual(i8* str1 ,i8* str2 )",i32	xml	C14	N	Str	Equal	i8*	str	i8*	str	
157,i32,"xmlC14NStrEqual(i8* str1 ,i8* str2 )",i32	xml	C14	N	Str	Equal	i8*	str	i8*	str	
158,i32,"xmlC14NStrEqual(i8* str1 ,i8* str2 )",i32	xml	C14	N	Str	Equal	i8*	str	i8*	str	
159,i32,"xmlC14NVisibleNsStackFind(_xmlC14NVisibleNsStack* cur ,_xmlNs* ns )",i32	xml	C14	N	Visible	Ns	Stack	Find	xml	C14	N	Visible	Ns	Stack*	cur	xml	Ns*	ns	
160,i32,"xmlC14NVisibleNsStackFind(_xmlC14NVisibleNsStack* cur ,_xmlNs* ns )",i32	xml	C14	N	Visible	Ns	Stack	Find	xml	C14	N	Visible	Ns	Stack*	cur	xml	Ns*	ns	
161,i32,"xmlC14NVisibleNsStackFind(_xmlC14NVisibleNsStack* cur ,_xmlNs* ns )",i32	xml	C14	N	Visible	Ns	Stack	Find	xml	C14	N	Visible	Ns	Stack*	cur	xml	Ns*	ns	
162,i32,"xmlExcC14NVisibleNsStackFind(_xmlC14NVisibleNsStack* cur ,_xmlNs* ns ,_xmlC14NCtx* ctx )",i32	xml	Exc	C14	N	Visible	Ns	Stack	Find	xml	C14	N	Visible	Ns	Stack*	cur	xml	Ns*	ns	xml	C14	N	Ctx*	ctx	
163,i32,"xmlExcC14NVisibleNsStackFind(_xmlC14NVisibleNsStack* cur ,_xmlNs* ns ,_xmlC14NCtx* ctx )",i32	xml	Exc	C14	N	Visible	Ns	Stack	Find	xml	C14	N	Visible	Ns	Stack*	cur	xml	Ns*	ns	xml	C14	N	Ctx*	ctx	
164,i32,"xmlExcC14NVisibleNsStackFind(_xmlC14NVisibleNsStack* cur ,_xmlNs* ns ,_xmlC14NCtx* ctx )",i32	xml	Exc	C14	N	Visible	Ns	Stack	Find	xml	C14	N	Visible	Ns	Stack*	cur	xml	Ns*	ns	xml	C14	N	Ctx*	ctx	
165,i32,xmlC14NIsXmlNs(_xmlNs* ns ),i32	xml	C14	N	Is	Xml	Ns	xml	Ns*	ns	
166,i32,"xmlC14NNsCompare(_xmlNs* ns1 ,_xmlNs* ns2 )",i32	xml	C14	N	Ns	Compare	xml	Ns*	ns	xml	Ns*	ns	
167,i32,"xmlC14NNsCompare(_xmlNs* ns1 ,_xmlNs* ns2 )",i32	xml	C14	N	Ns	Compare	xml	Ns*	ns	xml	Ns*	ns	
168,i32,"xmlC14NNsCompare(_xmlNs* ns1 ,_xmlNs* ns2 )",i32	xml	C14	N	Ns	Compare	xml	Ns*	ns	xml	Ns*	ns	
169,i32,"xmlC14NNsCompare(_xmlNs* ns1 ,_xmlNs* ns2 )",i32	xml	C14	N	Ns	Compare	xml	Ns*	ns	xml	Ns*	ns	
170,i32,"xmlC14NPrintNamespaces(_xmlNs* ns ,_xmlC14NCtx* ctx )",i32	xml	C14	N	Print	Namespaces	xml	Ns*	ns	xml	C14	N	Ctx*	ctx	
171,i32,"xmlC14NPrintNamespaces(_xmlNs* ns ,_xmlC14NCtx* ctx )",i32	xml	C14	N	Print	Namespaces	xml	Ns*	ns	xml	C14	N	Ctx*	ctx	
172,i32,"xmlC14NProcessNamespacesAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Namespaces	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
173,i32,"xmlC14NProcessNamespacesAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Namespaces	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
174,i32,"xmlC14NProcessNamespacesAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Namespaces	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
175,i32,"xmlC14NProcessNamespacesAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	C14	N	Process	Namespaces	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
176,i32,"xmlExcC14NProcessNamespacesAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	Exc	C14	N	Process	Namespaces	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
177,i32,"xmlExcC14NProcessNamespacesAxis(_xmlC14NCtx* ctx ,_xmlNode* cur ,i32 visible )",i32	xml	Exc	C14	N	Process	Namespaces	Axis	xml	C14	N	Ctx*	ctx	xml	Node*	cur	i32	visible	
